"","V1","V2","V3","V4","V5"
"127",2.26834641035487,96,127,0.724304436350574,1
"128",2.25128445329113,-69,-128,2.1899433862058,1
"129",2.230354473798,86,129,2.18387317934969,1
"130",2.22542706230981,-122,-130,2.10161889632501,1
"131",2.22465950445914,-85,-131,1.76049095508281,1
"132",2.20649623766333,86,132,1.73012693015531,1
"133",2.13893434587029,-90,-133,-1,1
"134",2.13225538208646,78,134,-1,1
"135",2.10953415015505,-90,-135,-1,1
"136",2.09977577924337,-135,-136,1.6290178180108,1
"137",2.01887934934381,-116,-137,0.228501264865672,1
"138",1.98502081770561,-103,-138,-1,1
"139",1.97723794090211,-117,-139,-1,1
"140",1.9175500330053,-68,-140,-1,1
"141",1.85304985836142,-116,-141,-1,1
"142",1.83317680272676,98,142,1.2005663123508,1
"143",1.81711154479994,-113,-143,1.34793862661918,1
"144",1.80218337474242,-113,-144,-1,1
"145",1.6418792045104,-85,-145,1.39031045658526,1
"146",1.63012009900301,-136,-146,0.828105704370937,1
"147",1.57393445003206,-137,-147,1.45264334039671,1
"148",1.56895249106101,-93,-148,1.1893183053673,1
"149",1.56619378269217,98,149,1.24709216998598,1
"150",1.56413639924494,-139,-150,0.0407296497578127,1
"151",1.42187856016947,-122,-151,1.058249033985,1
"152",1.36470707628857,-118,-152,1.17442718387091,1
"153",1.21279980918692,-135,-153,-1,1
"154",1.18742505818133,-137,-154,-1,1
"155",1.18527020565107,-93,-155,0.323948992413785,1
"156",1.15898634350878,134,156,0.694801081827054,1
"157",1.13311199522897,-151,-157,-1,1
"158",1.03669964954078,-137,-158,0.93780731740892,1
"159",0.915460990722705,-47,-159,-1,1
"160",0.906206320707891,-57,-160,-1,1
"161",0.64072571137652,-57,-161,-1,1
"162",0.625813034950884,-155,-162,-1,1
"163",0.485366533957281,-101,-163,-1,1
"164",0.368677963524128,-57,-164,-1,1
"165",0.323637734194287,-135,-165,-1,1
"166",0.222490121994349,-165,-166,-1,1
"167",0.091060006886579,-165,-167,-1,1
"168",0.0531095248693383,-144,-168,-1,1
"169",0.0483090887661692,-116,-169,-1,1
